company_name,job_title,location,state,est_salary,min_salary,max_salary,python,spark,excel,aws,rating,sector,industry,job_age,job_description
Pfizer,"Associate Scientist, Data Support","Groton, CT",CT,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,4d,"Why Patients Need You
Pfizer’s purpose is to deliver breakthroughs that change patients’ lives. Research and Development is at the heart of fulfilling Pfizer’s purpose as we work to translate advanced science and technologies into the therapies and vaccines that matter most. Whether you are in the discovery sciences, ensuring drug safety and efficacy or supporting clinical trials, you will apply cutting edge design and process development capabilities to accelerate and bring the best-in-class medicines to patients around the world.

What You Will Achieve
At Pfizer we deliver breakthroughs that change patients’ lives. In this job, you'll be joining a team which plays a vital role in this mission through the discovery of Pfizer’s small molecule and synthetically derived drugs. In your work, you will be joining a team comprised of experts in the major scientific disciplines involved in the discovery and preclinical development of small molecule drugs including molecular design, synthesis, computational chemistry, pharmacology, chemical biology, structural biology, biophysics, DMPK and analytical chemistry. You will be assisting with the delivery of high-quality drug candidates into the clinic, establishing new drug design approaches and principles, and developing synthetic innovations that drive medicinal chemistry strategies.

As an Associate scientist, you will be at the center of our operations and you’ll find that everything we do, every day, is in line with an unwavering commitment to quality. Your strong foundation in general scientific practice, its principles and concepts will help in meeting critical deadlines. You will be relied on as a technical contributor to assess the assigned tasks and make decisions that involve direct application of your knowledge.







Work Location Assignment: On Premise






Research and Development"
World Bank Group,Junior Data Scientist,"Washington, DC",DC,107000-221000,107000.0,221000.0,0,0,0,0,4.1,Not given,Not given,9d,"Job #:
req17684

Organization:
World Bank

Sector:
Economics

Grade:
GE

Term Duration:"
Spotify,"Machine Learning Engineer, Personalization","New York, NY",NY,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Information Technology,Internet & Web Services,1d,"Engineering
Machine Learning
The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Daily Mix to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them by understanding the world of music and podcasts better than anyone else. Join us and you’ll keep millions of users listening by making great recommendations to each and every one of them. We ask that our team members be physically located in Central European time or Eastern Standard/Daylight time zones for the purposes of our collaboration hours.
Location
New York"
Atlassian,"Data Scientist, Enterprise Marketing","San Francisco, CA",CA,107000-221000,107000.0,221000.0,0,0,0,0,4.7,Information Technology,Computer Hardware Development,3d,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Your future team
The Marketing Analytics team has spent many years blazing new trails to help Atlassian's most important growth decisions. We connect the dots from data and analytics to how our go-to-market teams impact our growth trajectory. We are dedicated to an agile methodology that enables decisions, while still ensuring quality work. We also know the importance of validating assumptions in our data, and we use different types of testing to prove those assumptions. For us, it is all about allowing Atlassian to grow by delivering data in the right way, at the right time, to partners across the company"
Roche,Data Scientist - (Remote),"Indianapolis, IN",IN,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,16d,"This is a remote opportunity.
The Opportunity:
This is an exciting time to join Roche Diagnostics! You will help Roche continue to progress through the data maturity model using data science methods and principles to generate deeper insights from a great variety of internal and external data sources. To achieve this, you will identify needs, lead the design and implementation of analytical solutions, provide advice and consulting support to our key business stakeholders and demonstrate value by executing proof-of-concept initiatives and prototyping analytical solutions to answer business questions.

As a Data Scientist, you will position data science as a key competency within the enterprise and be responsible for creating value from data assets using advanced analytics capabilities including data science, machine learning, and artificial intelligence methodologies to identify critical business risk and opportunities for Roche.


Individual contributor"
Atlassian,Machine Learning Scientist,"San Francisco, CA",CA,107000-221000,107000.0,221000.0,0,0,0,0,4.7,Information Technology,Computer Hardware Development,22d,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Atlassian is looking for a Machine Learning Scientist specializing in search to join our Core ML team! You will be a member of the Core ML team but also partner with the Search Platform team to help to build out the machine learning and data science capabilities to provide our Atlassian customers with a fast, relevant search experience.

Your work will impact millions of users across a whole suite of Atlassian products as you define the foundations for how teams find what they are looking for. This position offers a unique opportunity to work in an exciting environment by implementing cutting-edge machine learning techniques to solve tough, yet unique problems in the enterprise search space."
Qualtrics,"Jr. Data Scientist, Revenue Operations","Provo, UT",UT,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Information Technology,Computer Hardware Development,30d+,"The Qualtrics XM Platform™ is a system of action that helps businesses to attract customers who stay longer and buy more, to engage and empower employees to do the best work of their lives, to develop breakthrough products people love, and to build a brand people can’t imagine living without.

Joining Qualtrics means becoming part of a team bold enough to chase breakthrough experiences - like building a technology that will be a force for good. A team committed to diversity, equity, and inclusion because of a conviction that every voice holds value, with a vision for representation that matches the world around us and inclusion that far exceeds it. You could belong to a team whose values center on transparency, being all in, having customer obsession, acting as one team, and operating with scrappiness. All so you can do the best work of your career.

We believe every interaction is an opportunity. Are we yours?"
Calm,"Data Scientist, Analytics",Remote,Remote,107000-221000,107000.0,221000.0,0,0,0,0,4.1,Information Technology,Internet & Web Services,30d+,"Data Scientist, Analytics at Calm
Remote
Who We Are:
At Calm, we have a simple, albeit BIG mission: to make the world a happier and healthier place. Through our website, blog, and app—filled with meditations, sleep stories, music, movement, and more—we’re redefining what mental care looks like in 2021 and beyond. With over 100 million users worldwide, 100,000 new users daily, and our growing partnerships with major companies, we’re having a positive effect on more and more people each and every day. And while the heart of Calm is digital, we are growing and expanding offline with a variety of products and services to help deliver on our mission of health and happiness, the world over.
What We Do:"
First Republic Bank,Data Scientist,"San Francisco, CA",CA,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Financial Services,Banking & Lending,6d,"Description
**Visa sponsorship not available for this role

At First Republic, we care about our people. Founded in 1985, we offer extraordinary client service in private banking, private business banking and private wealth management. We believe that personal connections are everything and our success is driven by the relationships we form with our colleagues and clients. You'll always feel empowered and valued here.

Incredible teams doing exceptional work, every day
In Data & Client Insights, we are responsible for delivering accurate data reporting to help promote data fluency, improve client service, and inform business decisions across the enterprise. We aim to maximize the value of the Bank's data to capitalize on competitive opportunities in increasingly sophisticated ways."
The Coca-Cola Company,Data Scientist 2,"Plano, TX",TX,107000-221000,107000.0,221000.0,0,0,0,0,4.0,Manufacturing,Food & Beverage Manufacturing,24h,"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization."
Booz Allen Hamilton,"Data Scientist, Junior","Patuxent River, MD",MD,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Management & Consulting,Business Consulting,1d,"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As an aspiring data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you see data scientists turning data into actions and you want to be part of the team.
We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science."
Lidl US,Jr. Data Scientist (Remote Eligible),"Arlington, VA",VA,107000-221000,107000.0,221000.0,0,0,0,0,3.1,Retail & Wholesale,Grocery Stores,1d,"Location
HQ
3500 S Clark Street
Arlington, VA 22202
Employment Type
Full-Time
Experience Level"
Adobe,Machine Learning Engineer,"Waltham, MA",MA,107000-221000,107000.0,221000.0,0,0,0,0,4.4,Information Technology,Computer Hardware Development,3d,"locations
Waltham
San Jose
time type
Full time
posted on
Posted 4 Days Ago
job requisition id
R125588
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!"
MARS,Data Scientist,"Chicago, IL",IL,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Manufacturing,Food & Beverage Manufacturing,1d,"Data Scientist, Supply Chain Analytics
Location: Chicago, IL or Newark, NJ
The Data Scientist role is responsible for evangelizing the adoption of data driven decisions across Mars by leading the development of advanced analytical tools that utilize the vast amounts of data available to the company. These tools will be rooted in a strong statistical foundation and leverage cutting-edge machine learning concepts to provide actionable insights for solving business problems or finding opportunities for profitable growth.
You will be required to have proficient knowledge and strong experience in the interconnected disciplines of Applied Data Science, Optimization, AI/ML, and Operations Research. You are a strong engineer with deep expertise in cutting-edge technologies, robust design, development, coding, and testing of high-standard and scalable solutions."
Allscripts,Jr Data Scientist - Remote,"Houston, TX",TX,107000-221000,107000.0,221000.0,0,0,0,0,3.9,Information Technology,Computer Hardware Development,8d,"Welcome to Allscripts! Our Mission is to be the most trusted provider of innovative solutions that empower all stakeholders across the healthcare continuum to deliver world-class outcomes. Our Vision is a Connected Community of Health that spans continents and borders. With the largest community of clients in healthcare, Allscripts is able to deliver an integrated platform of clinical, financial, connectivity and information solutions to facilitate enhanced collaboration and exchange of critical patient information.
Job Summary
Veradigm Life Sciences Analytics is looking for an experienced Data Scientist to execute analyses using real-world data (RWD) sources. The Data Scientist is expected to be able to work independently on analyses, but also collaborate with other data scientists, researchers, and clients. The candidate is expected to have strong experience in hands-on data analysis of healthcare databases, including EHR and claims data sources. The Veradigm Life Sciences team partners with life sciences companies to design and execute RWD studies across numerous disease areas. While the core function of this role is to execute analyses (hands-on programming), the candidate may also contribute to protocol/analysis plan development, client interaction, and publications."
Snowflake,Data Scientist,"San Mateo, CA",CA,107000-221000,107000.0,221000.0,0,0,0,0,4.3,Information Technology,Enterprise Software & Network Solutions,9d,"There is only one Data Cloud. Snowflake’s founders started from scratch and designed a data platform built for the cloud that is effective, affordable, and accessible to all data users. But it didn’t stop there. They engineered Snowflake to power the Data Cloud, where thousands of organizations unlock the value of their data with near-unlimited scale, concurrency, and performance. This is our vision: a world with endless insights to tackle the challenges and opportunities of today and reveal the possibilities of tomorrow.
Snowflake started with a clear vision: develop a cloud data platform that is effective, affordable, and accessible to all data users. Snowflake developed an innovative new product with a built-for-the-cloud architecture that combines the power of data warehousing, the flexibility of big data platforms, and the elasticity of the cloud at a fraction of the cost of traditional solutions. We are now a global, world-class organization with offices in more than a dozen countries and serving many more.
We’re looking for a talented Data Scientist to come aboard the Streamlit Data Science team. In this role, you will work closely with our Product and Engineering teams to uncover insights about how customers use Streamlit and Snowflake, helping to inform Product’s decision making and focus Engineering efforts. You will also work on long-running analytical initiatives marked by greater complexity and less structure that will yield substantial product enhancements. This is a strategic, high-impact role that will help shape the future of Snowflake products and services."
Delta,"Data Scientist, Operations Decision Science","Atlanta, GA",GA,107000-221000,107000.0,221000.0,0,0,0,0,4.4,Transportation & Logistics,"Airlines, Airports & Air Transportation",17d,"United States, Georgia, Atlanta
Ops Control
10-May-2022
Ref #: 14626"
RELX,Data Scientist (Python/SQL),"Alpharetta, GA",GA,107000-221000,107000.0,221000.0,0,0,0,0,3.9,Information Technology,Enterprise Software & Network Solutions,17d,"LexisNexis® Risk Solutions provides customers with solutions and decision tools that combine public and industry specific content with advanced technology and analytics to assist them in evaluating and predicting risk and enhancing operational efficiency.
As the Innovation Engineering Group, our goal is to utilize the power of data and analytics to improve engineering velocity, reduce costs and help teams make better, timelier decisions.
We are looking for a self-motivated and driven senior data scientist, adept at using current AI/ML methodologies on large data sets, which include, but are not limited to, performing data normalization, trending and forecasting, statistical/predictive modeling, network analysis, text mining, natural language processing and image recognition. This position will work on multiple projects concurrently, will self-manage their tasks with minimal supervision, and may be asked to lead small projects.
Responsibilities
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to improve engineering velocity and drive business solutions."
Visa,Senior Data Scientist,"Foster City, CA",CA,107000-221000,107000.0,221000.0,0,0,0,0,4.0,Information Technology,Information Technology Support Services,24h,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
Tinder,"Data Scientist II, Revenue",Remote,Remote,107000-221000,107000.0,221000.0,0,0,0,0,3.6,Information Technology,Internet & Web Services,30d+,"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing.

The Analytics team powers data-informed decision-making at Tinder. We are looking to add a creative Data Scientist to our growing Analytics team. As a Data Scientist II on the Analytics team, you will partner with Product, Marketing, Engineering, and Finance to improve our outstanding platform.

You will use comprehensive datasets to develop experiments, understand metrics, develop automated reports, and generate exploratory insights to guide our business solutions. You will size new revenue opportunities, reduce conversion funnel inefficiencies, build fraud detection models, balance premium subscription features, and own your hypothesis-driven experiments. We value cross-functional collaboration with our other data science teams to surface important insights, exploratory analysis, experiment results, consumer insights, and product strategy. These revenue insights influence both the performance of our business and the premium experiences of our members."
Levi Strauss & Co.,Senior Machine Learning Engineer,"San Francisco, CA",CA,107000-221000,107000.0,221000.0,0,0,0,0,4.1,Retail & Wholesale,"Department, Clothing & Shoe Stores",3d,"JOB DESCRIPTION
About the Job:
Architect, build, maintain, and improve new and existing suite of algorithms and their underlying systems.
Implement end-to-end solutions for batch and real-time algorithms along with requisite tooling around monitoring, logging, automated testing, performance testing and A/B testing
Utilize your entrepreneurial spirit to identify new opportunities to optimize business processes and improve consumer experiences, and prototype solutions to demonstrate value with a crawl, walk, run mindset.
Work closely with data scientists and analysts to create and deploy new product features on the ecommerce website, in-store portals and the Levi’s mobile app
Establish scalable, efficient, automated processes for data analyses, model development, validation and implementation
San Francisco, CA, USA
Full time"
Vacasa,Jr. Data Scientist,"Boise, ID",ID,107000-221000,107000.0,221000.0,0,0,0,0,3.5,Real Estate,Real Estate,24h,"Why Vacasa
We started with just one home and an idea: to bring homeowners and renters together with smart technology and caring local teams. Today, we're the largest full-service vacation rental company in North America thanks to the people who give us their best every day. You'll fit right in here if you're curious, entrepreneurial, and thrive in a rapid-growth environment.
Why Product at Vacasa
Our motto is to move fast and dream big. Vacasa is well-resourced and we're going places. Our culture is laid-back but our turnarounds are tight, so we switch gears quickly. You'll innovate and iterate, and your work will make an impact.
What we're looking for"
Spotify,"Senior Data Scientist, Growth","New York, NY",NY,107000-221000,107000.0,221000.0,0,0,0,0,4.2,Information Technology,Internet & Web Services,17d,"Data, Research & Insights
Data Science
The Freemium R&D team oversees the entire user journey on Spotify and ensures we engage with people in innovative ways, every step of the way. Our team grows Spotify’s audience by finding future listeners around the world and delivering the right value to them, at the right time. With research, product development, product design, engineering, and marketing all collaborating in one organization, we’re able to quickly create meaningful features and services for millions of people around the world, resulting in joyful, long-lasting relationships with Spotify.
Location
New York or Remote Americas"
Facebook App,Data Scientist,"San Francisco, CA",CA,107000-221000,107000.0,221000.0,0,0,0,0,4.3,Information Technology,Internet & Web Services,2d,"Want to apply your passion for data to help small businesses thrive? Join the Small Business Group (SBG) at Meta! You will directly contribute to our mission of helping small businesses connect with their customers and grow through solutions like pages, advertising, and offers. Together, we succeed when small businesses succeed.Our team collects and analyzes survey and behavioral datasets to understand new challenges, solve problems, and shape decisions. Our research covers a wide range of topics: understanding customer profiles, assessing their needs, pain points and overall experience, providing recommendations for product strategy, marketing and sales teams, evaluating the economic and social impact, improving survey science and causal measurement methods, and brand sentiment. To tackle these topics, our interdisciplinary team have expertise in statistical inference, survey methodology, causal inference and econometrics, regression modeling, exploratory data analysis, and psychometrics, among other areas. If you are a quantitative social scientist with experience answering complex research questions, consider joining us in our mission. In this role, you’ll own all aspects of the research process, including navigating trade-offs when designing projects, proposing appropriate methodologies, analyzing data, and communicating results to diverse audiences to drive impactful decisions. You will have the opportunity to learn new methodologies and how to glean insights from big data.
















Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Harley-Davidson,Data Scientist - Remote,"Milwaukee, WI",WI,107000-221000,107000.0,221000.0,0,0,0,0,3.5,Manufacturing,Transportation Equipment Manufacturing,24h,"Auto req ID: 17681
Title: Data Scientist - Remote
Job Function: Product Management
Location: Remote
Company: Harley-Davidson Motor Company
Full or Part-Time: Full Time

At Harley-Davidson, we are building more than machines. It’s our passion and commitment to continue the evolution of this storied brand, and heighten the desirability of the Harley-Davidson experience. To keep building our legend and leading our industry through innovation, evolution, and emotion we need the best and brightest talent. We stand for the timeless pursuit of adventure. Freedom for the soul. Are you ready to join us?

We maximize employee flexibility and well-being through a virtual mindset that supports our highly distributed, global workforce. We take an outcome-focused, people-centered approach to winning, including welcoming the best talent - wherever they may be."
PayPal,Machine learning scientist,"San Jose, CA",CA,107000-221000,107000.0,221000.0,1,0,0,0,4.1,Information Technology,Internet & Web Services,2d,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: • Design, develop and implement advanced predictive models using advanced machine learning techniques including neural network, and tree-based models . • Collaborate with other data scientists and engineers to formulate innovative solutions to experiment and implement advanced data mining techniques • Being able to work with large volumes of data; including extracting and analyzing big data using high-level languages such as Python, SQL, Pig, Hive, R. • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative visualization
Job Description:"
PayPal,Data Scientist,"Chicago, IL",IL,107000-221000,107000.0,221000.0,0,0,0,0,4.1,Information Technology,Internet & Web Services,16d,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: ""PayPal’s Risk as a Service Data Scientists are comprehensive Data Science & Analytical experts who collaborate within a team of technical and business industry experts, to ensure that their customers are successful in their deployments in catching fraud and malicious activities. They continually improve and apply their technical knowledge and analytical skills across the product suite at every level of the customer. A successful Data Scientist will build upon the products and provide subject matter expertise to ensure that they can not only design, implement and deploy a successful fraud solution, including machine learning models and data analysis, as well as be able explain and design the solution together with the clients’ business team, leading to happy customers. """
Humana,Data Scientist 1,"Green Bay, WI",WI,97000-183000,97000.0,183000.0,0,0,0,0,4.0,Insurance,Insurance Carriers,17d,"The Data Scientist 1 uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Data Scientist 1 work assignments are often straightforward and of moderate complexity.
Responsibilities
The Data Scientist 1 develops, maintains, and collects structured and unstructured data sets for analysis and reporting. Creates reports, projections, models, and presentations to support business strategy and tactics. Understands own work area professional concepts/standards, regulations, strategies and operating standards. Makes decisions regarding own work approach/priorities, and follows direction. Work is managed and often guided by precedent and/or documented procedures/regulations/professional standards with some interpretation.
Required Qualifications
40"
Atlassian,"Data Scientist, Enterprise Marketing","San Francisco, CA",CA,97000-183000,97000.0,183000.0,0,0,0,0,4.7,Information Technology,Computer Hardware Development,3d,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Your future team
The Marketing Analytics team has spent many years blazing new trails to help Atlassian's most important growth decisions. We connect the dots from data and analytics to how our go-to-market teams impact our growth trajectory. We are dedicated to an agile methodology that enables decisions, while still ensuring quality work. We also know the importance of validating assumptions in our data, and we use different types of testing to prove those assumptions. For us, it is all about allowing Atlassian to grow by delivering data in the right way, at the right time, to partners across the company"
Atlassian,Machine Learning Scientist,"San Francisco, CA",CA,97000-183000,97000.0,183000.0,0,0,0,0,4.7,Information Technology,Computer Hardware Development,22d,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Atlassian is looking for a Machine Learning Scientist specializing in search to join our Core ML team! You will be a member of the Core ML team but also partner with the Search Platform team to help to build out the machine learning and data science capabilities to provide our Atlassian customers with a fast, relevant search experience.

Your work will impact millions of users across a whole suite of Atlassian products as you define the foundations for how teams find what they are looking for. This position offers a unique opportunity to work in an exciting environment by implementing cutting-edge machine learning techniques to solve tough, yet unique problems in the enterprise search space."
Pfizer,"Associate Scientist, Data Support","Groton, CT",CT,97000-183000,97000.0,183000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,4d,"Why Patients Need You
Pfizer’s purpose is to deliver breakthroughs that change patients’ lives. Research and Development is at the heart of fulfilling Pfizer’s purpose as we work to translate advanced science and technologies into the therapies and vaccines that matter most. Whether you are in the discovery sciences, ensuring drug safety and efficacy or supporting clinical trials, you will apply cutting edge design and process development capabilities to accelerate and bring the best-in-class medicines to patients around the world.

What You Will Achieve
At Pfizer we deliver breakthroughs that change patients’ lives. In this job, you'll be joining a team which plays a vital role in this mission through the discovery of Pfizer’s small molecule and synthetically derived drugs. In your work, you will be joining a team comprised of experts in the major scientific disciplines involved in the discovery and preclinical development of small molecule drugs including molecular design, synthesis, computational chemistry, pharmacology, chemical biology, structural biology, biophysics, DMPK and analytical chemistry. You will be assisting with the delivery of high-quality drug candidates into the clinic, establishing new drug design approaches and principles, and developing synthetic innovations that drive medicinal chemistry strategies.

As an Associate scientist, you will be at the center of our operations and you’ll find that everything we do, every day, is in line with an unwavering commitment to quality. Your strong foundation in general scientific practice, its principles and concepts will help in meeting critical deadlines. You will be relied on as a technical contributor to assess the assigned tasks and make decisions that involve direct application of your knowledge.







Work Location Assignment: On Premise






Research and Development"
World Bank Group,Junior Data Scientist,"Washington, DC",DC,97000-183000,97000.0,183000.0,0,0,0,0,4.1,Not given,Not given,9d,"Job #:
req17684

Organization:
World Bank

Sector:
Economics

Grade:
GE

Term Duration:"
Roche,Data Scientist - (Remote),"Indianapolis, IN",IN,97000-183000,97000.0,183000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,16d,"This is a remote opportunity.
The Opportunity:
This is an exciting time to join Roche Diagnostics! You will help Roche continue to progress through the data maturity model using data science methods and principles to generate deeper insights from a great variety of internal and external data sources. To achieve this, you will identify needs, lead the design and implementation of analytical solutions, provide advice and consulting support to our key business stakeholders and demonstrate value by executing proof-of-concept initiatives and prototyping analytical solutions to answer business questions.

As a Data Scientist, you will position data science as a key competency within the enterprise and be responsible for creating value from data assets using advanced analytics capabilities including data science, machine learning, and artificial intelligence methodologies to identify critical business risk and opportunities for Roche.


Individual contributor"
The Coca-Cola Company,Data Scientist 2,"Plano, TX",TX,97000-183000,97000.0,183000.0,0,0,0,0,4.0,Manufacturing,Food & Beverage Manufacturing,24h,"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization."
American Express Global Business Travel,"Data Scientist II, Analytics","New York, NY",NY,97000-183000,97000.0,183000.0,0,0,0,0,4.2,Financial Services,Financial Transaction Processing,2d,"Why Join Egencia?
Connections matter when it comes to business, and those connections start with our inclusive team of travel enthusiasts and technologists.
Our customers love working with us because we know satisfied customers start with a knowledgeable and enthusiastic team to support them. So, we are committed to creating an inclusive work environment with a diverse workforce. We make sure every voice is heard. We trust each other to get great work and we encourage everyone to speak up, speak out, and be themselves.

Position Overview:
Egencia Analytics team is seeking a talented candidate for the role of Data Scientist/ Sr Business Analyst. We are looking for intelligent, results-oriented, passionate self-starters to join our team. Using advance analytical techniques, the role will support the Egencia Commercial teams through critical projects and influence decisions based on data and analyses to help achieve internal partners’ objectives.
You will have the opportunity to work on a broad spectrum of areas such as Marketing operations, Supplier analytics etc.



United States - New York - New York Head Quarters"
Genentech,Principal Real World Data Scientist,"San Francisco, CA",CA,97000-183000,97000.0,183000.0,0,0,0,0,4.3,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,2d,"THE POSITION

Roche Data Scientists are essential leaders in driving and implementing a broad range of quantitative drug development strategies; they bring data to life and enable the organization to make the best possible data-driven decisions.

As a Data Scientist at Roche Pharma, you’ll actively shape the future of healthcare as a member of Data and Statistical Sciences (DSS) within Product Development (PD) and PD Data Sciences (PDD). You will be responsible for the strategic and analytical activities of the molecules and devices in our pipeline on a level matching your seniority.

DSS activities span multiple therapeutic areas, a wide range of data types, and collaborations with a variety of experts, all with the goal to develop innovative healthcare solutions for patients and society. Your responsibilities in support of our PDD products may include a wide variety of contributions: partnering with key stakeholders, working on the molecule portfolio, supporting specialized business areas, or contributing to key initiatives that shape our technical, business and healthcare environments. You may be a work product owner and leader, quantitative expert on a project team, or driver of key internal or external relationships."
