company_name,job_title,location,est_salary,rating,sector,industry,job_age,job_description
The Coca-Cola Company,Data Scientist 2,"Plano, TX",$82K - $164K (Glassdoor est.),4.0,Manufacturing,Food & Beverage Manufacturing,1d,"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization."
Nike,"Sr Data Scientist- (Advanced Analytics) (Open to remote work, except the following locations: SD, VT, and WV)","Beaverton, OR",Employer Provided Salary:$140K,4.1,Manufacturing,Consumer Product Manufacturing,19d,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world! The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers."
Starbucks,"sr. data scientist, global COE (Seattle, Chicago, Phoenix, or Remote)","Seattle, WA",$56K - $140K (Glassdoor est.),3.8,Restaurants & Food Service,Restaurants & Cafes,12d,"Job Posting
: May 16, 2022
Job Posting End Date
: Ongoing
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote"
MIT,Data Scientist,"Cambridge, MA",$86K - $167K (Glassdoor est.),4.4,Education,Colleges & Universities,4d,"Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.

DATA SCIENTIST, Brain and Cognitive Sciences, to serve as data scientist for the InBRAIN Collaboration, a collaboration with the Neurosurgery Department at Massachusetts General Hospital (MGH) that creates opportunities for ethical and innovative human basic and translational intracranial neuroscience research, with a focus on robust data standards and sharing policies. Responsibilities include building data sharing policies, enforcing compliance, and identifying further avenues for collaboration; data warehousing; developing and overseeing protocols for secure and HIPAA-compliant data transfer; building tools to automate data collection, deidentification, and preprocessing steps; creating, maintaining, and modifying dashboards built on a SQL engine to query metadata; training lab members on leveraging the AWS infrastructure; logging, maintaining, and executing access to all computational resources; aiding the development of a new MIT course based on human intracranial data; and performing other duties as needed."
Zelus Analytics,(Junior / Senior) Data Scientist - Sports Analytics,"Austin, TX",Employer Provided Salary:$75K - $150K,Not given,Not given,Not given,12d,"We are seeking data scientists with a passion for sports to implement, automate, and optimize the quantitative models that power our world-class sports intelligence platforms in baseball, basketball, cricket, football (American), hockey, soccer, and tennis. Through your work, you can support the professional teams in our exclusive partner network in their efforts to compete and win championships. We currently have both entry-level and senior positions available, allowing us to consider qualified candidates with a wide range of experience levels.
Zelus Analytics unites a fast-growing startup environment with a research-focused culture that embraces our core values of integrity, innovation, and inclusion. We pride ourselves on providing meaningful mentorship that offers our team the opportunity to develop and expand their skill sets while also engaging with the broader analytics community. In doing so, we hope to create a new path for a more diverse group of highly talented people to push the cutting edge of sports analytics.
We believe that a diverse team is vital to building the world's best sports intelligence platform. Thus, we strongly encourage you to apply if you identify with any marginalized community across race, ethnicity, gender, sexual orientation, veteran status, or disability. At Zelus, we are committed to creating an inclusive environment where all of our employees are enabled and empowered to succeed and thrive."
Indeed,Staff Data Scientist,"Sunnyvale, CA",Employer Provided Salary:$191K - $276K,4.4,Information Technology,Internet & Web Services,10d,"Your Job
The AI Ethics team at Indeed builds systems and processes that advance responsible AI to equitably benefit all job seekers and employers. Our team works on new challenges that have the potential to reshape our business: we define and build the tools that make finding and hiring for jobs measurably fair, accountable, and transparent. This multi-disciplinary team is a mix of research and execution that drives measurable value; we work with the entire organization to define solutions.

As the experts in AI ethics we are responsible for uncovering new opportunities across Indeed’s entire operation and collaborating with teams to validate transformative ideas. Our objective is to be the gold standard in practical AI ethics and demonstrable algorithmic fairness. We’re a fast-growing group including capabilities. AI Ethics efforts are high-visibility and rapidly evolving as we define the practice for our business while incorporating current research in the domain. This senior data scientist will significantly influence the way algorithmic responsibility and ethical data practices are operationalized across the company. You will translate abstract calls into practical strategies and rigorous methods, empowering teams to assess the algorithmic impact of their products on fairness in the labor market.

Responsibilities

SF Bay Area 191,000 - 276,000 USD per year"
"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,Remote,Employer Provided Salary:$115K,3.8,Information Technology,Internet & Web Services,30d+,"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
4+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations"
Roche,Data Scientist - (Remote),"Indianapolis, IN",Employer Provided Salary:$90K - $135K,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,17d,"This is a remote opportunity.
The Opportunity:
This is an exciting time to join Roche Diagnostics! You will help Roche continue to progress through the data maturity model using data science methods and principles to generate deeper insights from a great variety of internal and external data sources. To achieve this, you will identify needs, lead the design and implementation of analytical solutions, provide advice and consulting support to our key business stakeholders and demonstrate value by executing proof-of-concept initiatives and prototyping analytical solutions to answer business questions.

As a Data Scientist, you will position data science as a key competency within the enterprise and be responsible for creating value from data assets using advanced analytics capabilities including data science, machine learning, and artificial intelligence methodologies to identify critical business risk and opportunities for Roche.


Individual contributor"
Booz Allen Hamilton,"Data Scientist, Junior","Patuxent River, MD",$62K - $134K (Glassdoor est.),4.2,Management & Consulting,Business Consulting,2d,"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As an aspiring data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you see data scientists turning data into actions and you want to be part of the team.
We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science."
Yelp,Data Scientist (Remote),Remote,Employer Provided Salary:$88K - $220K,3.5,Information Technology,Internet & Web Services,30d+,"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and businesses around the globe, from a review of a coffee shop to requesting a repair quote with a photo of a leaky faucet. Data Scientists at Yelp work to make sense of these interactions to deliver impactful analyses and products to our users, business partners and the general public.

The Data Science & Analytics team performs analyses, builds models, and designs experiments that directly impact Yelp’s products and users. Our teams sit in Yelp’s central product management organization and work directly with cross-functional leaders to understand quantitatively how our products are performing and where the largest opportunities are. We are adept at tasks like modeling user preferences, inference from user and marketplace experiments, and generating insights about the health of local economies. With diverse backgrounds and expertise, we strive for learning and growth in a collaborative environment.

This opportunity is fully remote and does not require you to be located in any particular state within the US. We welcome applicants from throughout the US."
Uber,"Data Scientist, Global Brand Marketing","San Francisco, CA",$107K - $208K (Glassdoor est.),4.0,Information Technology,Internet & Web Services,4d,"About the role
We're looking for a Senior Data Scientist to join our Brand Data Science & Analytics team to provide data expertise as we build brand affinity, growth, retention and engagement of the riders, eaters, and drivers/couriers on the Uber platform. The Senior Data Scientist will support the design and development of highly effective and highly measurable marketing programs. You will collaborate cross-functionally with Marketing, Marketing Intelligence, Media, and other teams to influence the creation and development of global and regional initiatives that achieve business/marketing objectives, while being highly measurable.
What you'll do
Mine data and analytics at the customer level to gain a better understanding of their usage behaviors, including impacts of current marketing strategies."
Talentheed Inc,Junior Data Scientist,Remote,Employer Provided Salary:$57K - $119K,Not given,Not given,Not given,16d,"Responsibilities:
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams"
Pipe Technologies,Data Scientist,"Miami, FL",$65K - $102K (Glassdoor est.),5.0,Not given,Not given,1d,"About Pipe
Pipe is a new kind of trading platform that enables entrepreneurs to grow their businesses on their terms. By treating recurring revenue streams as an asset, Pipe allows companies to transform their recurring revenue into up-front capital, instantly. For entrepreneurs, that means more cash flow for scaling a business without dilution or restrictive debt. For investors, Pipe has unlocked a previously untapped asset class. Whether you're an entrepreneur or an investor, Pipe is growth on your terms.
We're a fully distributed, remote-first, fast-growing startup. Our engineering, data science and risk teams are spread from UTC-8 to UTC+6 and we rely heavily on our written communication skills in order to make it work. We believe in giving our team agency and control over their schedules: we avoid standing meetings, and default to asynchronous communication. There are no core working hours, we just ask our team to communicate clearly about their schedules and be considerate to their coworkers if plans change. You will occasionally need to be flexible in order to meet synchronously with colleagues in different time zones."
US Defense Information Systems Agency,DATA SCIENTIST,"Fort Meade, MD",Employer Provided Salary:$126K - $164K,3.7,Government & Public Administration,National Agencies,3d,"Duties
Develop and automates large scale, high-performance data processing systems and tools to improve data quality and volume, accelerate iteration cycles, and improve the ability to deliver superior enabled analytics capabilities.
Perform a broad range of data analyses assignments entailing unique problems, creativity, innovative use of techniques, advance approaches and or new technology
Plan and conduct statistical data analytics projects and/or studies to evaluate, design, and tabulate statistical sampling plans and analytical procedures and processes
Participate in meetings, conferences, briefings, and seminars related to data analytics program planning, technologies, and support system concepts."
Genentech,Machine Learning Scientist *Remote Work*,"Washington, DC",Employer Provided Salary:$150K - $193K,4.3,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,16d,"THE POSITION
This position may be based out of New York, USA, with remote work locations possible in The United States.
The Position
The Machine Learning (ML) group within Prescient Design seeks exceptional researchers who have a demonstrated research background in machine learning, a passion for independent research and technical problem-solving, and a proven ability to develop and implement ideas from research.
The group provides a dynamic and challenging environment for cutting-edge, multidisciplinary research including access to heterogeneous data sources, close links to top academic institutions around the world, as well as internal Genentech Research and Early Development (gRED) partners and research units. Our mission is to develop and apply methods in designing novel macromolecules. Researchers will primarily focus on the deep learning subfield of machine learning but should be broadly interested in methods capable of effective representation learning that can help drive and sharpen the research questions we study. Fundamentally, our research goals allow us to collaborate closely with and–contribute uniquely to–many different project teams across the company."
US Office of Inspector General,Data Scientist,"Albuquerque, NM",Employer Provided Salary:$55K - $127K,3.5,Government & Public Administration,National Agencies,4d,"Duties
The following are the duties of this position at the GS-14. If you are selected at a lower grade level, you will have the opportunity to learn to perform all these duties, and will receive training to help you grow in this position.

As a Data Scientist, you will:
Lead or collaborate with appropriate staff in creating advanced analytic products, such as complex numerical and statistical analyses or AI algorithms.
Work with the Director to optimize joint production, development and training efforts and project design.
Support the division in identifying internal training needs regarding available data science methods, assets, tools, and analytics approaches, and provide authoritative advice to enhance efficiency and productivity of staff through the application of AI."
US Veterans Benefits Administration,Data Scientist,"Albuquerque, NM",Employer Provided Salary:$55K - $151K,3.4,Government & Public Administration,National Agencies,4d,"Duties
Conduct advanced Analytics in areas. (such as: Regression Analysis, Statistical Analysis, Modeling Machine Learning, Natural Language Processing , Time Series forecasting, and Data Visualization).
Perform work utilizing established and emerging data science tools, (such as Toad, SAS, R, Python, Tableau, and cloud analytics platforms).
Conduct data extraction by using computer programming without preset specifications.
Analyze and evaluate (on a quantitative or qualitative basis) the effectiveness of program operations in meeting established goals and objectives.
Develop code for new predictive or time series models.
Evaluate models and findings of other analysts or contractors."
Harley-Davidson,Data Scientist - Remote,"Milwaukee, WI",$67K - $123K (Glassdoor est.),3.5,Manufacturing,Transportation Equipment Manufacturing,1d,"Auto req ID: 17681
Title: Data Scientist - Remote
Job Function: Product Management
Location: Remote
Company: Harley-Davidson Motor Company
Full or Part-Time: Full Time

At Harley-Davidson, we are building more than machines. It’s our passion and commitment to continue the evolution of this storied brand, and heighten the desirability of the Harley-Davidson experience. To keep building our legend and leading our industry through innovation, evolution, and emotion we need the best and brightest talent. We stand for the timeless pursuit of adventure. Freedom for the soul. Are you ready to join us?

We maximize employee flexibility and well-being through a virtual mindset that supports our highly distributed, global workforce. We take an outcome-focused, people-centered approach to winning, including welcoming the best talent - wherever they may be."
American Express Global Business Travel,"Data Scientist II, Analytics","New York, NY",$95K - $171K (Glassdoor est.),4.2,Financial Services,Financial Transaction Processing,3d,"Why Join Egencia?
Connections matter when it comes to business, and those connections start with our inclusive team of travel enthusiasts and technologists.
Our customers love working with us because we know satisfied customers start with a knowledgeable and enthusiastic team to support them. So, we are committed to creating an inclusive work environment with a diverse workforce. We make sure every voice is heard. We trust each other to get great work and we encourage everyone to speak up, speak out, and be themselves.

Position Overview:
Egencia Analytics team is seeking a talented candidate for the role of Data Scientist/ Sr Business Analyst. We are looking for intelligent, results-oriented, passionate self-starters to join our team. Using advance analytical techniques, the role will support the Egencia Commercial teams through critical projects and influence decisions based on data and analyses to help achieve internal partners’ objectives.
You will have the opportunity to work on a broad spectrum of areas such as Marketing operations, Supplier analytics etc.



United States - New York - New York Head Quarters"
US United States Space Force Forces,DATA SCIENTIST,"Wright Patterson AFB, OH",Employer Provided Salary:$97K - $127K,4.1,Government & Public Administration,National Agencies,2d,"Duties
1. Analyzes a variety of data sources and systems and determines the potential benefits of automation.
2. Evaluates the effectiveness of operations based on data findings and makes recommendations to improve operations.
3. Facilitates implementation and/or acquisition of commercial and government technological solutions, products and tools.
4. Conducts, leads and/or participates in special studies, projects and functional reviews to improve process automation and digital transformation.
Requirements
Conditions of Employment"
Visa,Data Scientist,"Arlington, VA",$92K - $156K (Glassdoor est.),4.0,Information Technology,Information Technology Support Services,4d,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
CAE Inc.,Data Scientist I,"Tampa, FL",$70K - $131K (Glassdoor est.),3.7,Aerospace & Defense,Aerospace & Defense,3d,"Role and Responsibilities

Summary
The Data Scientist will be responsible for supporting programs and departments throughout the organization by gathering, verifying, formatting and visualizing data for the business to gain insight and improve decision making. They will work closely with internal and external customers and management to develop and deploy data analysis and statistical analysis strategies to improve overall performance of the business. The focus of the Data Scientist is to assess the existing and potential data sources from the business system architecture and processes used for the execution of the business. The Data Scientist will create and manage data interfaces, transformations and controls to ensure data quality, correlation, and identify errors and gaps within the existing large complex datasets representing the performance of the business. The Data Scientist must then communicate the status of the business’ data posture to the relevant stakeholders in order for the information to be actionable by the stakeholders to prioritize and address the identified errors and gaps. Senior Data Scientist will allow the business to create program performance and process models for use in transitioning the business to a data driven organization focused on model predicted and then measured, realized performance improvements.

Regular"
General Dynamics Information Technology,Data Scientist,Remote,Employer Provided Salary:$108K - $162K,3.9,Information Technology,Information Technology Support Services,30d+,"Travel Required: Less than 10%
Requisition Type: Regular
We are GDIT. We take pride in providing our clients with the data they need to make important decisions that impact the world around us.
You make GDIT your place by delivering insights to help our clients make impactful changes real. By owning your opportunity at GDIT, you’ll become a critical part in how we successfully solve our clients’ biggest challenges. Our work depends on a Data Science Advisor joining our team.
GDIT is under contract to the Centers for Medicare & Medicaid Services (CMS) to design, develop, engineer, implement, enhance, maintain statistical algorithms to detect and prevent potential fraud, waste or abuse in the Medicare and Medicaid programs. The contract is part of the Fraud Prevention System Modeling and Analytics contract. We are responsible for post-payment (models) and pre-payment (edits) identification and implementation to support the CMS’ Center for Program Integrity (CPI)."
Los Angeles County Department of Human Resources,SENIOR DATA SCIENTIST,"Los Angeles, CA",Employer Provided Salary:$106K - $143K,3.3,Healthcare,Health Care Services & Hospitals,16d,"EXAM NUMBER:
PH1764A
FIRST DAY OF FILING:
Friday, May 13, 2022 at 8:30 a.m., Pacific Time (PT)
Until the needs of the service are met and is subject to closure without prior notice.
TYPE OF RECRUITMENT:
Open Competitive Job Opportunity

Position Information:
Under general supervision, leads the development and application of methods to identify, collect, process, organize, and analyze structured and unstructured data using advanced statistical prediction, inference, and optimization; effectively communicates results to County, departmental, and divisional decision makers and provides ongoing support to strengthen data-driven program design and management."
Toyota,"Senior Data Scientist, Marketing & Customer","Plano, TX",$73K - $155K (Glassdoor est.),3.9,Manufacturing,Transportation Equipment Manufacturing,6d,"Who we're looking for
Toyota Motors North America’s (TMNA) Information Technology Department is looking for a Senior Data Scientist for the Marketing and Consumer portfolio within the CTO organization.

The primary responsibility of this role is to build scalable data science solutions using customer and marketing data, help build customer/individual levels of intelligence to help with automated decisioning for audience selection.
Reporting to the Director of Marketing and Customer Data Science, the person in this role will support the Marketing Technology and Analytics department's objective to optimize marketing investment by building customer-level intelligence like next best action, recommendation engine, etc."
General Atomics and Affiliated Companies,Data Scientist,"Boulder, CO",$80K - $134K (Glassdoor est.),3.6,Aerospace & Defense,Aerospace & Defense,1d,"General Atomics Electromagnetic Systems (GA-EMS) designs and manufactures first-of-a-kind electromagnetic and electric power generation systems. GA-EMS' expanding portfolio of specialized products and integrated system solutions support critical fleet, space systems and satellites, missile defense, power and energy, and process and monitoring applications for defense, industrial, and commercial customers worldwide.

GA-EMS in Boulder, Colorado has an opening for a Data Scientist with Radar imaging experience, to contribute to a classified, high-profile program, developing tools for government users. These tools will be used to provide real-time situational awareness and expose advanced analytics to end-users.

DUTIES AND RESPONSIBILITIES:
Work with users to develop concepts for improved SAR computer vision models.
Work directly with data sets of interest to explore different representations and model training techniques to enhance SAR computer vision capabilities.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.

Each job has a salary range which identifies the minimum, midpoint (market) and maximum base pay for the job. Pay rates are established based on the individual's knowledge, skill, experience and education/training needed to perform the job."
University of Utah,Data Scientist,"Salt Lake City, UT",Employer Provided Salary:$76K - $130K,4.3,Education,Colleges & Universities,5d,"Announcement
Details
Open Date
11/19/2021

Requisition Number
PRN28533B

Job Title
Data Scientist"
Pinterest,"Data Scientist, Shopping Monetization","San Francisco, CA",$95K - $227K (Glassdoor est.),4.2,Information Technology,Internet & Web Services,5d,"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
Our new progressive work model is called PinFlex, a term that's uniquely Pinterest to describe our flexible approach to living and working. Visit our PinFlex landing page to learn more.
As a Data Scientist you will shape the future of people-facing and business-facing products we build at Pinterest. Your expertise in quantitative modeling, experimentation and algorithms will be utilized to solve some of the most complex engineering challenges at the company. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Design, Research, Product Analytics, Data Engineering and others. The results of your work will influence and up-level our product development teams while introducing greater scientific rigor into the real world products serving hundreds of millions of Pinners, creators, advertisers and merchants around the world.

Not Specified
0"
US Federal Aviation Administration,Data Scientist,"Washington, DC",Employer Provided Salary:$132K - $204K,4.0,Government & Public Administration,National Agencies,4d,"Duties
The Data Scientist applies experience and expert knowledge to identify the methods, processes, algorithms, tools, and systems to extract data and interpret findings from varied structured and unstructured data sets related to the data science lifecycle. As a recognized expert within the Federal Aviation Administration (FAA), the Scientist is called to provide leadership for highly complex and challenging activities under the minimal direction of the manager. Identifies and resolves highly complex problems or issues, which often cross organizational boundaries within the ATO and frequently throughout the FAA. Work activities typically impact directly on the objectives of the ATO and frequently impacts the objectives of the FAA, the aviation and aerospace industries and other external parties.
Uses statistical methods to extract information from research data and provides different ways to assess the reliability and dependability of research outputs. Develops algorithms and/or tools to support data manipulation and processing as well as the use of data visualization techniques to articulate findings to aid in the design and construction of new innovative concepts, and techniques, such as collision risk modeling. Combines computer science, modeling, statistics, analytics, and mathematics to identify and resolve highly complex problems or issues, which has an impact on the accomplishment of FAA's strategic objectives. Reports quantitative information, trends, relationships and correlations among or within data sets, to support the Air Traffic Organization (ATO), Safety and Technical Training risk management efforts."
Nike,"Data Scientist - Commercial Analytics (Open to remote work, except the following locations: SD, VT, and WV)","Beaverton, OR",Employer Provided Salary:$117K,4.1,Manufacturing,Consumer Product Manufacturing,30d+,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and innovative technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers!"
The Coca-Cola Company,Data Scientist 2,"Plano, TX",$82K - $164K (Glassdoor est.),4.0,Manufacturing,Food & Beverage Manufacturing,1d,"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization."
Nike,"Sr Data Scientist- (Advanced Analytics) (Open to remote work, except the following locations: SD, VT, and WV)","Beaverton, OR",Employer Provided Salary:$140K,4.1,Manufacturing,Consumer Product Manufacturing,19d,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world! The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers."
Starbucks,"sr. data scientist, global COE (Seattle, Chicago, Phoenix, or Remote)","Seattle, WA",$56K - $140K (Glassdoor est.),3.8,Restaurants & Food Service,Restaurants & Cafes,12d,"Job Posting
: May 16, 2022
Job Posting End Date
: Ongoing
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote"
MIT,Data Scientist,"Cambridge, MA",$86K - $167K (Glassdoor est.),4.4,Education,Colleges & Universities,4d,"Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.

DATA SCIENTIST, Brain and Cognitive Sciences, to serve as data scientist for the InBRAIN Collaboration, a collaboration with the Neurosurgery Department at Massachusetts General Hospital (MGH) that creates opportunities for ethical and innovative human basic and translational intracranial neuroscience research, with a focus on robust data standards and sharing policies. Responsibilities include building data sharing policies, enforcing compliance, and identifying further avenues for collaboration; data warehousing; developing and overseeing protocols for secure and HIPAA-compliant data transfer; building tools to automate data collection, deidentification, and preprocessing steps; creating, maintaining, and modifying dashboards built on a SQL engine to query metadata; training lab members on leveraging the AWS infrastructure; logging, maintaining, and executing access to all computational resources; aiding the development of a new MIT course based on human intracranial data; and performing other duties as needed."
Zelus Analytics,(Junior / Senior) Data Scientist - Sports Analytics,"Austin, TX",Employer Provided Salary:$75K - $150K,Not given,Not given,Not given,12d,"We are seeking data scientists with a passion for sports to implement, automate, and optimize the quantitative models that power our world-class sports intelligence platforms in baseball, basketball, cricket, football (American), hockey, soccer, and tennis. Through your work, you can support the professional teams in our exclusive partner network in their efforts to compete and win championships. We currently have both entry-level and senior positions available, allowing us to consider qualified candidates with a wide range of experience levels.
Zelus Analytics unites a fast-growing startup environment with a research-focused culture that embraces our core values of integrity, innovation, and inclusion. We pride ourselves on providing meaningful mentorship that offers our team the opportunity to develop and expand their skill sets while also engaging with the broader analytics community. In doing so, we hope to create a new path for a more diverse group of highly talented people to push the cutting edge of sports analytics.
We believe that a diverse team is vital to building the world's best sports intelligence platform. Thus, we strongly encourage you to apply if you identify with any marginalized community across race, ethnicity, gender, sexual orientation, veteran status, or disability. At Zelus, we are committed to creating an inclusive environment where all of our employees are enabled and empowered to succeed and thrive."
Indeed,Staff Data Scientist,"Sunnyvale, CA",Employer Provided Salary:$191K - $276K,4.4,Information Technology,Internet & Web Services,10d,"Your Job
The AI Ethics team at Indeed builds systems and processes that advance responsible AI to equitably benefit all job seekers and employers. Our team works on new challenges that have the potential to reshape our business: we define and build the tools that make finding and hiring for jobs measurably fair, accountable, and transparent. This multi-disciplinary team is a mix of research and execution that drives measurable value; we work with the entire organization to define solutions.

As the experts in AI ethics we are responsible for uncovering new opportunities across Indeed’s entire operation and collaborating with teams to validate transformative ideas. Our objective is to be the gold standard in practical AI ethics and demonstrable algorithmic fairness. We’re a fast-growing group including capabilities. AI Ethics efforts are high-visibility and rapidly evolving as we define the practice for our business while incorporating current research in the domain. This senior data scientist will significantly influence the way algorithmic responsibility and ethical data practices are operationalized across the company. You will translate abstract calls into practical strategies and rigorous methods, empowering teams to assess the algorithmic impact of their products on fairness in the labor market.

Responsibilities

SF Bay Area 191,000 - 276,000 USD per year"
Pipe Technologies,Data Scientist,"Miami, FL",$65K - $102K (Glassdoor est.),5.0,Not given,Not given,1d,"About Pipe
Pipe is a new kind of trading platform that enables entrepreneurs to grow their businesses on their terms. By treating recurring revenue streams as an asset, Pipe allows companies to transform their recurring revenue into up-front capital, instantly. For entrepreneurs, that means more cash flow for scaling a business without dilution or restrictive debt. For investors, Pipe has unlocked a previously untapped asset class. Whether you're an entrepreneur or an investor, Pipe is growth on your terms.
We're a fully distributed, remote-first, fast-growing startup. Our engineering, data science and risk teams are spread from UTC-8 to UTC+6 and we rely heavily on our written communication skills in order to make it work. We believe in giving our team agency and control over their schedules: we avoid standing meetings, and default to asynchronous communication. There are no core working hours, we just ask our team to communicate clearly about their schedules and be considerate to their coworkers if plans change. You will occasionally need to be flexible in order to meet synchronously with colleagues in different time zones."
